Artist,Release Title,Year,ID,Format,Resource URL,Stats,Thumb
Martha High,Showdown,1979,232117,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/232117,"{'community': {'in_wantlist': 109, 'in_collection': 130}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/cPlCM5joK7MjinZdoLy5tXvCO7gr3G6Di2yuvsbfKMo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjEx/Ny0xMjM2MDcwODYy/LmpwZWc.jpeg
The Robin Hooker Band,Stand By Your Man,1979,232118,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/232118,"{'community': {'in_wantlist': 39, 'in_collection': 55}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/koVA4nubrMvE_g8KnJUIRSk8V513uCKm3q8rlV3y54w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjEx/OC0xMjU1NzA3MTYx/LmpwZWc.jpeg
Orlando Riva Sound*,Indian Reservation,1979,232119,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/232119,"{'community': {'in_wantlist': 63, 'in_collection': 68}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/dFk4w5chUKg6mjqjk5K_Ewu3h-3OcRXCw8vVTLXlzo4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjEx/OS0xMzk0NjI0Mjc2/LTUzMzAuanBlZw.jpeg
Skip Mahoney,Janice (Don't Be So Blind To Love),1980,232120,"1, 2, """,https://api.discogs.com/releases/232120,"{'community': {'in_wantlist': 935, 'in_collection': 214}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/ZUC58JqExu0pRIjWq2nSQ9McVp5cqzg2gg2Fb1lQo3U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjEy/MC0xNjc4NTIwNjc3/LTUxNjUuanBlZw.jpeg
Joe Bataan,Mestizo / Latin Lover,1980,232121,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/232121,"{'community': {'in_wantlist': 243, 'in_collection': 81}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/2RfonDuJZcyN6nxNHfC29Z_vK1EV2lW_Za5W_jvCuoY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjEy/MS0xMzQ4Nzc4NDY0/LTYxOTIuanBlZw.jpeg
Cameron*,Magic Of You (Like The Way),1980,232126,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/232126,"{'community': {'in_wantlist': 74, 'in_collection': 73}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/n_MvZ1oH0axdjtqdVu_LbL3UDxTKqNsl9SYk-uyaEBM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjEy/Ni0xNDU4NDQzMjk1/LTkwOTguanBlZw.jpeg
Joe Bataan And The Mestizo Band,Rap-O-Clap-O,1988,232863,"1, 2, """,https://api.discogs.com/releases/232863,"{'community': {'in_wantlist': 116, 'in_collection': 188}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/V8vujWAWsl-xUlMrifp3Zxcg6HrRp3AGv8B-VfIs6Ts/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjg2/My0xMzUzMDIyOTE0/LTg1ODguanBlZw.jpeg
Logg,(You've Got) That Something,1981,234172,"1, 2, """,https://api.discogs.com/releases/234172,"{'community': {'in_wantlist': 1161, 'in_collection': 86}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/DeYzjhvumXDG4OCSmpXmNpqfvtQdSi58S__kp1Cqa_k/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNDE3/Mi0xNzE3MzkxNTg2/LTM1NjYuanBlZw.jpeg
Claudja Barry,Sweet Dynamite,1977,234175,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/234175,"{'community': {'in_wantlist': 462, 'in_collection': 55}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/QtQvYjHDjjoMNAl6htx4v5mwPdeXx8Zpda2Qo3DPxGg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNDE3/NS0xMzE4NDk2MTk5/LmpwZWc.jpeg
Flakes,Take It To The Max,1981,234179,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/234179,"{'community': {'in_wantlist': 68, 'in_collection': 151}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/wWK-e2YvkRRqDBBQKxowgJQFuIadU2V8FF-zIPiNF-s/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNDE3/OS0xMTM0MDM5MDQ4/LmpwZWc.jpeg
Skyy,Superlove,1980,234183,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/234183,"{'community': {'in_wantlist': 127, 'in_collection': 79}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/TpUFfiN0cdTJtCj42cetVEEjtpD5BrJBT7JpaLZ0Dk0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNDE4/My0xMzgxMTAzMDYx/LTI0NzQuanBlZw.jpeg
Sharon Bailey,Cosmic Dust,1981,234186,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/234186,"{'community': {'in_wantlist': 371, 'in_collection': 178}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/P4IrwkjLyF-qJ7blGQE9BiGeoluQaSZWVHIEqmJhDLw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNDE4/Ni0xMzE0ODY0NDQy/LmpwZWc.jpeg
Inner Life,Ain't No Mountain High Enough,1981,234189,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/234189,"{'community': {'in_wantlist': 1191, 'in_collection': 630}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/GtrABnFfWXY0fTXmz4S6K18k7tLn_0jnhga7lhreAvQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNDE4/OS0xNjk0MDIwMTUz/LTIxOTAuanBlZw.jpeg
Joe Bataan,Ling Ching Tong,1981,235289,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/235289,"{'community': {'in_wantlist': 23, 'in_collection': 61}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/EMeGvSSC_F1WJ74OlGhn1KwHecYMuLEmMHkZtmKA-Zc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNTI4/OS0xNDMxMzYyMzY3/LTMzNDUuanBlZw.jpeg
Double Exposure,Newsy Neighbors,1978,235300,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/235300,"{'community': {'in_wantlist': 50, 'in_collection': 151}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/aJTmA6hSZqhRsATwfMQJZ5H3_ERhGsXQioCWLiJ80tU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNTMw/MC0xMTc3MDI3MDgw/LmpwZWc.jpeg
First Choice,Breakaway,1980,236754,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/236754,"{'community': {'in_wantlist': 57, 'in_collection': 64}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/x3XuAn54wkIdx9mlQVCeqOl6nA2A74x4vqXKLruWx6o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNjc1/NC0xMTU5MDcwNTU2/LmpwZWc.jpeg
Various,Saturday Night Disco Party,1978,238283,"L, P, ,,  , C, o, m, p",https://api.discogs.com/releases/238283,"{'community': {'in_wantlist': 64, 'in_collection': 273}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/KNaYoJRes8Ua6OLbEtN4YFk2xNcFc_s5-YkHRhBCv40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzODI4/My0xNTUxNjUwNzc5/LTY1NTguanBlZw.jpeg
Instant Funk,The Funk Is On,1980,238554,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/238554,"{'community': {'in_wantlist': 347, 'in_collection': 1238}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/dGXYyFbAQ0G9NFi_t_YtSXbH-ZBoDOdUKWDHV1hGsWg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzODU1/NC0xNTUwOTU0NDM2/LTgzNTMuanBlZw.jpeg
Leroy Burgess,Heartbreaker,1983,239039,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/239039,"{'community': {'in_wantlist': 514, 'in_collection': 117}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/S_oOxnBurC9FeCDbz2ut1ch8NCEJFvCN0OCY8IhcFnc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzOTAz/OS0xMDg2MDE3ODMx/LmdpZg.jpeg
Double Exposure,I Got The Hots For Ya,1979,240544,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/240544,"{'community': {'in_wantlist': 57, 'in_collection': 169}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/wlOXlaJbV0ALmnrwoS0V8q5twypbUR3MHHMGGt5j9p8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDU0/NC0xNDIxNzY1OTc1/LTI3ODIuanBlZw.jpeg
Logg,I Know You Will,1981,247713,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/247713,"{'community': {'in_wantlist': 849, 'in_collection': 508}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/cg5D7Bq6fL6NI5U64rDtF16G58F4WRN_Me_Dv_8R6bI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0Nzcx/My0xNDM0MTcwMzQz/LTQ2NDkuanBlZw.jpeg
Udell*,Won't You Try,1977,249331,"1, 2, """,https://api.discogs.com/releases/249331,"{'community': {'in_wantlist': 954, 'in_collection': 186}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/MGV2oigSwfwUmCcp8I2WHpAmh18Qymd3pGv_p2Cjqgs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0OTMz/MS0xMTU0OTgyNjQ3/LmpwZWc.jpeg
Udell*,Won't You Try,1977,249331,"1, 2, """,https://api.discogs.com/releases/249331,"{'community': {'in_wantlist': 954, 'in_collection': 186}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/MGV2oigSwfwUmCcp8I2WHpAmh18Qymd3pGv_p2Cjqgs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0OTMz/MS0xMTU0OTgyNjQ3/LmpwZWc.jpeg
First Choice,Doctor Love / Let No Man Put Asunder,1994,249763,"1, 2, """,https://api.discogs.com/releases/249763,"{'community': {'in_wantlist': 158, 'in_collection': 226}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/YLZXNFMTXrfDF7R8xq9VHjs9pVKIANPQMrRSdEEvEak/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0OTc2/My0xMzQzODk5Mzcw/LTc1NjUuanBlZw.jpeg
ORS*,Body To Body Boogie,1978,251326,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/251326,"{'community': {'in_wantlist': 482, 'in_collection': 250}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/MIwCf3slJ9xThSZQ7_pG5DVMtKAC4DG_WyJgGBXTCHE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1MTMy/Ni0xNDM2MTI2MDM1/LTI3MjUuanBlZw.jpeg
Soccer,Come And Get It On,1979,251429,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/251429,"{'community': {'in_wantlist': 77, 'in_collection': 132}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/kjdatmXQKaoIxWguWPCElXsBR85JBFrngdQ6RCJ9bcw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1MTQy/OS0xNjY1NDUwNzk4/LTc1MjUuanBlZw.jpeg
Gil Scott-Heron & Brian Jackson / Skip Mahoney,The Bottle / Janice,1998,256018,"1, 2, """,https://api.discogs.com/releases/256018,"{'community': {'in_wantlist': 208, 'in_collection': 411}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/esRuIzm83mLn50taS92GKAs1Wrt8Spmrd5piRKkd2rw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1NjAx/OC0xMjk0OTQ3NDE0/LmpwZWc.jpeg
Aurra,In The Mood (To Groove) / When I Come Home,1980,257562,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/257562,"{'community': {'in_wantlist': 116, 'in_collection': 158}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/HCMIgUhJVzcq109m5piL5H2dbVKU0LfqfEJdb6nsySc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1NzU2/Mi0xMjYxMzUzMTU2/LmpwZWc.jpeg
First Choice / Surface,"Let No Man Put Asunder / Falling In Love (12"" Re-Edit)",2004,257996,"1, 2, """,https://api.discogs.com/releases/257996,"{'community': {'in_wantlist': 354, 'in_collection': 386}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/QKqt1_6kJuvbxMLKbzogc90CglwdkhUSCegxuQw7cqM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1Nzk5/Ni0xNTIyNjYzMzM3/LTI2NjYuanBlZw.jpeg
Various,Disco Madness,1979,259581,"2, x, 1, 2, "", ,,  , C, o, m, p, ,,  , P, r, o, m, o",https://api.discogs.com/releases/259581,"{'community': {'in_wantlist': 395, 'in_collection': 207}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/E-cDza7zKKcPcQei_koXYoSe8VnC2n8Sg8WeRB1_7K8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTU4/MS0xMjE2NDU3MjI4/LmpwZWc.jpeg
Rafael Cameron,Funtown U.S.A.,1981,260015,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/260015,"{'community': {'in_wantlist': 43, 'in_collection': 264}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/l-_kUYu1S4bwea6ou2yg1BetEYVV7QsbMPAeu43rQ58/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MDAx/NS0xNjE0Mjc1NzY1/LTk0MzQuanBlZw.jpeg
Cameron*,Cameron,1980,261493,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/261493,"{'community': {'in_wantlist': 411, 'in_collection': 1481}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/uD53TocesnmOTRJrF-E2IbYp9BJFEFqyjaVGJ2ZGoSM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MTQ5/My0xNTQzODU0NjI3/LTYyODEuanBlZw.jpeg
Cellophane (2),Super Queen,1978,261494,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/261494,"{'community': {'in_wantlist': 267, 'in_collection': 141}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/QJcfAbV-zFI2uwcsyjx07by7K_XFOGdHmnH1ZxP26Ps/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MTQ5/NC0xMzYzODkwNTE3/LTMzMDkuanBlZw.jpeg
Judy Cheeks,Mellow Lovin',1978,261498,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , R, E, ,,  , I, n, d",https://api.discogs.com/releases/261498,"{'community': {'in_wantlist': 38, 'in_collection': 257}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/uAz2oAl2ReSjSeceyni0Sq-379w3lFljudadyk4FbZs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MTQ5/OC0xMTgxMzk5MzAy/LmpwZWc.jpeg
Inner Life,Inner Life,1988,261719,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/261719,"{'community': {'in_wantlist': 466, 'in_collection': 117}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/vvVeaHw-HPx8AnmqVTC3ge2-jeiQQCuWzSXeHarJWk4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MTcx/OS0xMzAwNTkyMzEx/LmpwZWc.jpeg
Moment Of Truth,Helplessly / Lovin' You Is Killin' Me,2004,265311,"1, 2, "", ,,  , R, M",https://api.discogs.com/releases/265311,"{'community': {'in_wantlist': 76, 'in_collection': 106}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/aJlsFeClcpwaNL6ZasW29ydT7mazVa2PiPLyci1-S0M/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2NTMx/MS0xMTA1NTc3MDE3/LmpwZw.jpeg
Moment Of Truth,Helplessly / Lovin' You Is Killin' Me,2004,265311,"1, 2, "", ,,  , R, M",https://api.discogs.com/releases/265311,"{'community': {'in_wantlist': 76, 'in_collection': 106}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/aJlsFeClcpwaNL6ZasW29ydT7mazVa2PiPLyci1-S0M/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2NTMx/MS0xMTA1NTc3MDE3/LmpwZw.jpeg
Moment Of Truth,Helplessly / Lovin' You Is Killin' Me,2004,265311,"1, 2, "", ,,  , R, M",https://api.discogs.com/releases/265311,"{'community': {'in_wantlist': 76, 'in_collection': 106}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/aJlsFeClcpwaNL6ZasW29ydT7mazVa2PiPLyci1-S0M/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2NTMx/MS0xMTA1NTc3MDE3/LmpwZw.jpeg
Paul Mauriat And His Orchestra,Love Is Still Blue,1976,293705,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/293705,"{'community': {'in_wantlist': 101, 'in_collection': 94}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/HHo1PjS10NamCEQksX90QZ-ZJHRBKpBFMzM1jBbGSsI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5Mzcw/NS0xMzI2NzE5MTgw/LmpwZWc.jpeg
Paul Mauriat And His Orchestra,Love Is Still Blue,1976,293705,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/293705,"{'community': {'in_wantlist': 101, 'in_collection': 94}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/HHo1PjS10NamCEQksX90QZ-ZJHRBKpBFMzM1jBbGSsI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5Mzcw/NS0xMzI2NzE5MTgw/LmpwZWc.jpeg
Loleatta Holloway,The Greatest Performance Of My Life,1979,294361,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/294361,"{'community': {'in_wantlist': 91, 'in_collection': 183}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/pHOtkjx6wLwmnGVBZP1vBuibSmIi6eeTtRTzYSklrSc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5NDM2/MS0xNDMxMzYzMDU0/LTEyNzkuanBlZw.jpeg
Future Now,Space Games,1982,294364,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/294364,"{'community': {'in_wantlist': 86, 'in_collection': 92}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/dEC5fDIdjJe_VJ5WCBynDIJXgRbbHxiqE3Lx79wzDDw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5NDM2/NC0xMTUzNzU2OTQ0/LmpwZWc.jpeg
Various,DJ Convention - Herbststurm,2000,298454,"2, x, C, D, ,,  , C, o, m, p, ,,  , M, i, x, e, d",https://api.discogs.com/releases/298454,"{'community': {'in_wantlist': 27, 'in_collection': 124}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/3rU2f0xM9YQiw4ckUHPxlKIA6YJdAiCOXBx_3mOzweE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5ODQ1/NC0xMjM0MTc1Mjk1/LmpwZWc.jpeg
Mc Lane Explosion,Pulstar,1978,300051,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/300051,"{'community': {'in_wantlist': 150, 'in_collection': 350}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/5a1L72khUa9at6rh1zpY-auZ_imd3IIYPh68EGM4CTA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMDA1/MS0xNTQ1MDIzNjQz/LTQ1NjAuanBlZw.jpeg
Mc Lane Explosion,Pulstar,1978,300051,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/300051,"{'community': {'in_wantlist': 150, 'in_collection': 350}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/5a1L72khUa9at6rh1zpY-auZ_imd3IIYPh68EGM4CTA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMDA1/MS0xNTQ1MDIzNjQz/LTQ1NjAuanBlZw.jpeg
Keni Rightout,Right Now (I Really Feel I Can Change Your Mind),1981,303599,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/303599,"{'community': {'in_wantlist': 69, 'in_collection': 55}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/yOWKJ72n5go-aS8SiHMnjuhD1jWIGCQUPj492XYSpMI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzU5/OS0xNzE2MTMzMTY0/LTM4NjIuanBlZw.jpeg
Aurra,Are You Single,1981,303603,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/303603,"{'community': {'in_wantlist': 241, 'in_collection': 393}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/B_BvGYV4mvqqEGwT8wvNkSGhRPA4t4dTyoeywYvDqbA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzYw/My0xMTUyMTk3MDUy/LmpwZWc.jpeg
Martha High,Showdown,1979,303605,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/303605,"{'community': {'in_wantlist': 82, 'in_collection': 69}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/bzvShyvVM9bs46CaP2nuWgR-ZTGBsMlb4CEdetv2j38/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzYw/NS0xMjkwODc5OTgx/LmpwZWc.jpeg
Martha High,He's My Ding Dong Man,1979,303608,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/303608,"{'community': {'in_wantlist': 23, 'in_collection': 114}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/khyExl7SJe35Lon8ENNw7dbs54Fjt70lMoGgtAXWt3k/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzYw/OC0xMTcxNjQxNzkz/LmpwZWc.jpeg
